id,name,ppOld,ppNew,ppDiff,minuteUpdated
11434675,Lattice,7524.88,7220.26,-47,28167560
17481234,NotDunaOsu,7509.03,7219.96,165,28167560
28894685,babodubi,7173.99,7219.85,486,28167562
31407654,PFC_Chick,7611.38,7219.12,-387,28167559
26998049,black757,7560.83,7218.91,-10,28167559
26560030,jinpar,7538.99,7218.57,-201,28167559
25135513,goldenpuppy,7520.66,7218.16,-37,28167560
29022487,EternalMania,7474.21,7218.13,210,28167560
19935197,cbw_,7383.8,7217.88,295,28167561
24818446,ItsMeSurevic,7207.73,7217.80,539,28167562
14513785,EnderTitanLord,7494.78,7217.77,278,28167560
17769512,tnwlFangirl,7654.15,7217.71,-138,28167559
5352616,VirtualND,7697.25,7216.23,-132,28167558
6698980,-[Hyakki]-,7526.26,7215.98,-25,28167560
5407443,ImHS,7305.76,7215.50,716,28167561
14889773,PepaPij,7802.53,7215.00,-207,28167558
6050099,kenjisosa,7641.27,7214.95,65,28167559
12186155,Dustwind,7658.02,7214.72,-64,28167559
18809666,SuckMyBanana,7635.26,7214.66,102,28167559
27550268,eziI004baba,7623.9,7214.52,-256,28167559
2289344,Megumi,7629.28,7214.17,485,28167559
11468290,NessUnderground,7664.73,7214.04,-110,28167558
29568839,SakuraAether,7578.13,7213.54,-390,28167559
6834638,osyawo,7532,7213.36,146,28167560
29754798,shiyiyue2,7344.46,7213.28,594,28167561
7432241,siowtiansheng,7611.43,7212.82,117,28167559
23537767,Gani0314,7471.9,7212.71,122,28167560
8054952,o2Saber,7475.25,7211.77,291,28167560
27938381,tomateks,7595.49,7211.45,195,28167559
20965450,VanMaster,7657.75,7211.01,-125,28167559
15851962,rlIey,7491.23,7210.73,144,28167560
19587411,A kiwi,7611.39,7210.55,10,28167559
15051526,SomKEWed,7484.19,7209.77,-55,28167560
10862576,Morde_,7623.33,7209.71,-250,28167559
21788629,[REG]M1ST3R,7500.18,7209.56,318,28167560
16143228,foxigamer,7542.52,7207.95,322,28167559
24326613,rhtshrd,7613.68,7206.53,43,28167559
